popularity,budget,revenue,roi,vote_count,vote_average,release_year
0.38,10000000,0,-1.0,12,7.0,1998
0.38,45000000,11203026,-0.75,61,5.8,1998
0.38,18000000,9495408,-0.47,49,6.6,1998
0.38,0,0,,69,6.5,1998
0.37,30000000,9898412,-0.67,83,6.2,1998
0.58,75000000,14567883,-0.81,94,5.8,1998
0.35,25000000,0,-1.0,17,4.1,1998
0.35,5000000,5879254,0.18,28,5.4,1998
0.34,0,1929168,,14,6.1,1998
0.34,0,0,,37,6.6,1998
0.33,0,0,,51,5.4,1998
0.33,0,0,,13,6.3,1998
0.33,0,0,,10,6.1,1998
0.33,0,0,,20,5.7,1998
0.32,0,0,,22,5.1,1998
0.46,0,0,,15,3.8,1998
0.31,0,3572443,,11,4.7,1998
0.31,30000000,29202884,-0.03,27,6.2,1998
0.3,0,100491683,,79,5.6,1998
0.36,0,0,,16,6.2,1998
0.29,0,0,,24,4.8,1998
0.29,0,0,,44,7.0,1998
0.29,0,15,,16,5.7,1998
0.29,0,0,,15,6.8,1998
0.28,0,0,,14,6.1,1998
0.28,0,13035599,,37,5.4,1998
0.27,0,0,,25,5.8,1998
0.26,1500000,2375097,0.58,84,6.9,1998
0.26,8000000,17460020,1.18,86,6.3,1998
0.26,0,0,,16,4.9,1998
0.25,0,0,,17,6.0,1998
0.19,10000000,6451628,-0.35,23,5.6,1998
0.25,25000000,777423,-0.97,11,6.0,1998
0.25,0,0,,11,6.5,1998
0.24,10000000,19000000,0.9,19,5.7,1998
0.24,0,10224116,,17,4.5,1998
0.24,5000000,1980338,-0.6,24,5.8,1998
0.23,0,0,,50,6.2,1998
0.23,0,0,,17,6.6,1998
0.23,0,0,,11,2.9,1998
0.23,2000000,124494,-0.94,15,5.8,1998
0.23,0,0,,18,7.0,1998
0.23,0,0,,151,7.1,1998
0.22,0,0,,18,6.4,1998
0.22,0,0,,11,4.8,1998
0.22,0,0,,10,4.7,1998
0.21,0,0,,15,4.2,1998
0.21,1500000,870751,-0.42,10,4.8,1998
0.2,33000000,0,-1.0,29,4.9,1998
0.21,0,0,,27,7.5,1998
0.21,0,76447420,,11,6.0,1998
0.21,0,0,,22,6.4,1998
0.21,0,0,,10,5.4,1998
0.2,0,0,,15,6.4,1998
0.19,15000000,10443316,-0.3,18,4.7,1998
0.18,0,0,,21,5.5,1998
0.24,0,0,,14,5.4,1998
0.19,0,0,,10,5.1,1998
0.19,1100000,631221,-0.43,14,4.8,1998
0.19,0,0,,15,5.8,1998
0.18,15000000,46905889,2.13,38,5.1,1998
0.18,0,0,,10,4.9,1998
0.18,0,0,,13,3.7,1998
0.17,0,7985929,,14,4.8,1998
0.16,0,0,,17,5.4,1998
0.27,27000000,76000000,1.81,16,6.4,1998
0.16,20000000,37672350,0.88,10,6.5,1998
0.16,0,0,,19,7.6,1998
0.16,0,0,,14,6.2,1998
0.64,0,0,,18,5.9,1998
0.15,0,0,,11,4.0,1998
0.15,0,0,,15,5.9,1998
0.14,0,0,,11,6.3,1998
0.2,0,0,,10,5.6,1998
0.2,0,0,,10,7.1,1998
0.07,0,0,,13,6.6,1998
0.14,1000000,0,-1.0,14,5.1,1998
0.13,0,0,,22,5.9,1998
0.12,0,0,,23,6.8,1998
0.12,0,0,,15,6.1,1998
0.12,5000000,0,-1.0,15,6.1,1998
0.12,0,0,,10,3.3,1998
0.11,8000000,0,-1.0,10,6.7,1998
0.11,0,0,,14,4.0,1998
0.1,0,0,,27,7.0,1998
0.1,0,0,,33,5.9,1998
0.09,0,0,,21,6.0,1998
0.09,0,0,,15,6.4,1998
0.08,0,0,,13,5.2,1998
0.09,0,0,,13,4.8,1998
0.04,0,0,,10,6.7,1998
0.03,0,0,,10,5.0,1998
4.14,40000000,211343479,4.28,1042,7.1,1989
3.54,48000000,474171806,8.88,2031,7.4,1989
2.72,16000000,92823546,4.8,532,7.1,1989
2.64,35000000,411348924,10.75,1207,6.9,1989
2.57,40000000,332000000,7.3,2436,7.2,1989
2.47,16400000,235860116,13.38,1426,7.9,1989
2.38,37000000,215394738,4.82,569,6.2,1989
2.18,32000000,156167015,3.88,332,5.6,1989
1.86,27000000,71320000,1.64,436,7.2,1989
1.84,18000000,26828365,0.49,207,7.1,1989
1.69,70000000,90000098,0.29,446,6.9,1989
1.51,25000000,227853986,8.11,608,6.5,1989
1.36,55000000,63408614,0.15,239,5.9,1989
1.28,10000000,40485039,3.05,225,6.6,1989
1.27,7500000,296000000,38.47,278,5.7,1989
1.22,32000000,222724172,5.96,390,5.9,1989
1.19,30000000,70200000,1.34,216,5.3,1989
0.94,1500000,14697005,8.8,139,6.2,1989
0.92,8000000,22168359,1.77,128,5.6,1989
0.91,500000,10166459,19.33,73,4.8,1989
0.9,18000000,36602000,1.03,157,6.4,1989
0.84,11500000,57469467,4.0,176,6.4,1989
0.83,0,38956288,,137,5.5,1989
0.74,18000000,46908987,1.61,92,6.3,1989
0.72,14000000,161001698,10.5,190,6.3,1989
0.72,15000000,79258538,4.28,179,6.6,1989
0.67,0,15704614,,43,6.0,1989
0.63,1200000,0,-1.0,97,6.3,1989
0.6,11000000,49797148,3.53,110,6.5,1989
0.58,20000000,0,-1.0,36,5.3,1989
0.57,6500000,30218387,3.65,104,6.2,1989
0.55,0,126297830,,70,6.2,1989
0.55,18598420,78247647,3.21,120,5.5,1989
0.54,22500000,18671317,-0.17,91,6.5,1989
0.53,0,0,,152,6.4,1989
0.52,0,1700000,,22,5.8,1989
0.51,24000000,0,-1.0,110,6.1,1989
0.51,0,0,,41,5.2,1989
0.5,0,0,,31,5.6,1989
0.5,5000000,14000000,1.8,85,4.7,1989
0.49,31000000,74134790,1.39,68,5.8,1989
0.49,0,11567217,,71,4.8,1989
0.49,0,38903179,,65,4.9,1989
0.48,3000000,1145404,-0.62,19,6.9,1989
0.48,0,71079915,,172,5.9,1989
0.48,0,0,,66,6.9,1989
0.48,0,0,,20,5.7,1989
0.47,13800000,27100027,0.96,133,6.3,1989
0.46,0,2345628,,33,5.8,1989
0.45,30000000,60864870,1.03,41,5.9,1989
0.45,19000000,110879513,4.84,60,6.7,1989
0.44,0,0,,26,6.8,1989
0.44,10000000,7825000,-0.22,70,6.3,1989
0.44,7000000,0,-1.0,46,5.7,1989
0.43,0,7237794,,18,5.8,1989
0.42,5000000,16554699,2.31,37,5.9,1989
0.41,0,0,,13,5.7,1989
0.41,7500000,145793296,18.44,181,6.9,1989
0.4,0,0,,13,5.5,1989
0.42,19000000,18254702,-0.04,86,6.9,1989
0.38,30000000,45892212,0.53,114,6.0,1989
0.38,0,0,,20,5.2,1989
0.37,0,0,,19,6.8,1989
0.36,15000000,0,-1.0,25,5.8,1989
0.36,7000000,0,-1.0,23,4.4,1989
0.36,787000,0,-1.0,25,5.5,1989
0.35,13000000,0,-1.0,33,6.5,1989
0.34,0,95904091,,76,6.9,1989
0.34,645180,14743391,21.85,94,7.3,1989
0.33,0,8143225,,16,5.2,1989
0.19,0,27843,,25,5.4,1989
0.14,0,0,,18,5.1,1989
0.47,0,0,,77,7.1,1989
0.32,0,0,,28,6.7,1989
0.29,0,0,,16,4.8,1989
0.31,6500000,37295445,4.74,134,7.5,1989
0.31,0,0,,26,5.6,1989
0.29,9000000,0,-1.0,27,7.4,1989
0.29,0,0,,34,7.1,1989
0.29,0,882290,,12,6.1,1989
0.36,0,0,,16,4.8,1989
0.28,0,3960327,,14,6.5,1989
0.28,2800000,0,-1.0,36,6.5,1989
0.28,0,192816,,17,4.8,1989
0.27,0,0,,46,6.9,1989
0.27,5000000,11642254,1.33,83,5.2,1989
0.27,0,20036737,,107,6.7,1989
0.13,0,0,,12,5.5,1989
0.26,12000000,15942628,0.33,24,5.0,1989
0.26,750000,0,-1.0,26,6.2,1989
0.4,0,0,,17,6.3,1989
0.26,0,0,,14,4.6,1989
0.25,0,0,,12,6.0,1989
0.25,0,0,,29,5.9,1989
0.25,0,0,,22,5.0,1989
0.24,0,84431625,,192,6.8,1989
0.24,0,0,,31,5.8,1989
0.24,15000000,30050028,1.0,121,6.3,1989
0.23,8045760,35150960,3.37,46,5.9,1989
0.23,0,20047604,,11,7.0,1989
0.23,0,0,,11,7.0,1989
0.23,0,4557214,,14,5.4,1989
0.22,0,0,,15,6.6,1989
0.21,0,2777280,,11,5.7,1989
0.2,0,12065892,,10,5.3,1989
0.2,15000000,40590000,1.71,20,6.5,1989
0.19,0,0,,16,5.3,1989
0.19,2000000,0,-1.0,24,5.8,1989
0.19,33000000,1132112,-0.97,24,6.6,1989
0.18,2500000,4729352,0.89,50,6.8,1989
0.18,6000000,14278900,1.38,36,6.5,1989
0.26,0,0,,13,8.4,1989
0.15,0,0,,18,2.3,1989
0.15,0,0,,12,5.4,1989
0.15,0,8800000,,15,5.9,1989
0.15,0,0,,32,5.6,1989
0.15,0,0,,15,6.4,1989
0.14,5000000,0,-1.0,36,6.7,1989
0.14,0,0,,31,6.8,1989
0.13,0,0,,13,6.1,1989
0.13,0,0,,14,5.4,1989
0.12,0,0,,16,7.4,1989
0.12,4000000,0,-1.0,11,5.9,1989
0.21,0,0,,28,5.7,1989
0.11,7000000,793775,-0.89,26,5.7,1989
0.11,0,0,,20,5.1,1989
0.11,0,0,,13,7.1,1989
0.1,0,1738897,,10,4.0,1989
0.07,0,0,,11,6.5,1989
0.07,0,0,,26,6.4,1989
0.07,0,12195695,,20,5.4,1989
0.07,130000,0,-1.0,16,5.8,1989
0.01,0,0,,13,6.0,1989
0.05,0,1919653,,19,4.9,1989
0.05,0,1519796,,13,5.6,1989
0.16,0,0,,16,8.2,1989
3.85,25000000,377350553,14.09,1703,7.3,1991
3.58,100000000,520000000,4.2,2836,7.5,1991
2.33,70000000,300854823,3.3,834,6.5,1991
1.61,48000000,390493908,7.14,518,6.5,1991
1.3,30000000,15556340,-0.48,93,4.8,1991
1.29,35000000,182300000,4.21,289,6.9,1991
1.28,27000000,96900000,2.59,237,6.6,1991
1.26,23000000,86930411,2.78,257,6.5,1991
1.23,24000000,83531958,2.48,468,6.7,1991
1.22,0,0,,161,5.9,1991
1.02,75000000,152368585,1.03,193,6.2,1991
0.98,30000000,191502426,5.38,414,6.6,1991
0.98,65000000,17218080,-0.74,155,5.6,1991
0.96,42000000,62000000,0.48,149,6.3,1991
0.92,16000000,45361000,1.84,375,7.0,1991
0.82,38000000,34416893,-0.09,129,6.5,1991
0.8,25000000,78,-1.0,161,6.0,1991
0.76,40000000,8479793,-0.79,36,5.3,1991
0.7,0,0,,101,6.2,1991
0.7,19000000,272742922,13.35,2679,7.9,1991
0.69,9000000,6153939,-0.32,201,7.0,1991
0.69,16500000,0,-1.0,218,6.9,1991
0.69,0,0,,45,5.8,1991
0.69,11000000,34872033,2.17,141,5.4,1991
0.69,2500000,0,-1.0,94,7.1,1991
0.66,29000000,59509925,1.05,274,6.4,1991
0.66,40000000,205405498,4.14,258,7.2,1991
0.65,6500000,57504069,7.85,168,7.3,1991
0.63,23000000,7434726,-0.68,44,6.4,1991
0.63,15000000,30102717,1.01,113,5.1,1991
0.62,0,0,,10,6.0,1991
0.6,35000000,63710000,0.82,128,6.8,1991
0.59,0,2015810,,75,7.4,1991
0.58,13000000,20560255,0.58,114,5.5,1991
0.58,6000000,0,-1.0,45,6.4,1991
0.53,26000000,124033791,3.77,114,6.1,1991
0.51,26000000,181096164,5.97,313,6.2,1991
0.49,0,0,,10,7.4,1991
0.48,11000000,2807854,-0.74,78,5.0,1991
0.48,0,0,,32,6.2,1991
0.47,11000000,119418501,9.86,134,7.3,1991
0.46,0,65595485,,50,5.7,1991
0.45,8000000,2275557,-0.72,39,5.4,1991
0.45,19000000,174999005,8.21,114,6.1,1991
0.45,0,0,,14,6.7,1991
0.44,18000000,11657385,-0.35,21,5.3,1991
0.44,0,0,,12,4.6,1991
0.93,16000000,0,-1.0,88,6.7,1991
0.41,0,0,,13,4.5,1991
0.39,0,0,,19,7.3,1991
0.39,0,0,,16,6.2,1991
0.39,0,89325780,,173,6.3,1991
0.39,24000000,41895491,0.75,158,6.8,1991
0.38,0,3106559,,14,6.0,1991
0.38,0,0,,57,6.5,1991
0.38,10000000,25196249,1.52,48,5.9,1991
0.27,14000000,2735731,-0.8,26,6.0,1991
0.37,30000000,49114016,0.64,41,5.7,1991
0.36,6000000,1193062,-0.8,14,3.9,1991
0.3,14000000,39673161,1.83,44,5.6,1991
0.36,0,0,,42,5.2,1991
0.36,0,0,,17,6.7,1991
0.36,0,15073942,,40,6.3,1991
0.36,8000000,0,-1.0,21,5.1,1991
0.35,30000000,74787599,1.49,18,5.9,1991
0.35,0,2415396,,11,6.1,1991
0.33,14000000,32482682,1.32,34,5.5,1991
0.33,0,0,,21,5.1,1991
0.61,2000000,0,-1.0,13,5.5,1991
0.33,0,0,,25,6.3,1991
0.32,0,0,,43,5.5,1991
0.32,0,38016380,,35,6.9,1991
0.32,0,0,,10,3.1,1991
0.8,0,0,,11,5.1,1991
0.31,0,13,,38,6.0,1991
0.31,0,0,,18,4.9,1991
0.3,0,36489888,,26,5.7,1991
0.28,0,0,,19,5.4,1991
0.28,0,0,,19,6.2,1991
0.28,0,0,,51,5.7,1991
0.26,8500000,47624253,4.6,58,6.0,1991
0.28,8000000,10400000,0.3,10,6.0,1991
0.27,0,0,,24,4.5,1991
0.16,0,13200170,,11,7.0,1991
0.26,35000000,23562716,-0.33,77,6.3,1991
0.26,0,29,,12,6.8,1991
0.34,0,1250712,,17,4.1,1991
0.26,0,0,,14,5.4,1991
0.25,0,0,,25,4.6,1991
0.25,0,0,,17,7.1,1991
0.25,0,0,,13,6.7,1991
0.25,35000000,0,-1.0,14,6.0,1991
0.24,0,22773535,,43,6.4,1991
0.24,0,7788597,,12,5.8,1991
0.23,0,0,,11,5.1,1991
0.23,0,524668,,13,5.5,1991
0.23,0,0,,59,7.2,1991
0.25,0,0,,13,5.6,1991
0.22,0,0,,16,5.9,1991
0.22,48000000,0,-1.0,26,5.7,1991
0.22,0,0,,12,4.5,1991
0.21,0,0,,25,5.8,1991
0.21,23000000,20246790,-0.12,15,6.0,1991
0.21,33000,0,-1.0,21,4.5,1991
0.76,0,0,,21,6.2,1991
0.21,0,0,,28,7.8,1991
0.2,0,0,,10,5.2,1991
0.2,0,0,,15,4.3,1991
0.19,0,0,,11,6.0,1991
0.14,0,0,,17,6.6,1991
0.19,22000000,11511031,-0.48,11,6.5,1991
0.19,14000000,34793160,1.49,59,6.5,1991
0.19,0,21830957,,13,6.2,1991
0.23,0,0,,22,5.6,1991
0.18,0,0,,39,6.0,1991
0.44,0,0,,19,5.7,1991
0.17,17000000,4603929,-0.73,25,6.6,1991
0.17,0,0,,12,6.7,1991
0.16,0,0,,41,6.4,1991
0.15,13000000,3752426,-0.71,11,4.8,1991
0.14,0,0,,12,5.9,1991
0.14,0,0,,10,7.2,1991
0.26,800000,0,-1.0,14,5.7,1991
0.07,0,1750301,,13,5.4,1991
0.13,0,0,,11,5.5,1991
0.28,0,14812000,,11,6.0,1991
0.11,0,0,,11,4.9,1991
0.06,0,2853801,,25,6.9,1991
0.1,16400000,0,-1.0,17,6.4,1991
0.1,0,0,,68,5.9,1991
0.09,0,0,,11,6.2,1991
0.06,0,0,,10,6.0,1991
0.05,0,4654288,,11,5.2,1991
3.78,28000000,140767956,4.03,2800,7.2,1988
2.15,18000000,151668774,7.43,564,6.7,1988
1.91,12000000,78756177,5.56,543,6.8,1988
1.65,8000000,22433275,1.8,52,6.2,1988
1.63,15000000,73326666,3.89,739,7.0,1988
1.46,25000000,354825435,13.19,934,7.4,1988
1.39,1500000,11806119,6.87,180,6.4,1988
1.28,39000000,288752301,6.4,500,6.4,1988
1.18,63000000,189015611,2.0,385,5.7,1988
1.18,20000000,0,-1.0,100,6.1,1988
1.15,0,0,,211,6.4,1988
1.14,15000000,216614388,13.44,287,5.5,1988
1.12,70000000,329803958,3.71,723,6.9,1988
1.1,12300000,84460846,5.87,340,6.9,1988
1.08,20000000,171504781,7.58,175,5.5,1988
1.06,0,60328000,,205,6.6,1988
0.89,9000000,44196684,3.91,254,6.2,1988
0.87,35000000,57269863,0.64,250,6.7,1988
0.84,0,239606210,,159,5.5,1988
0.78,7000000,72500000,9.36,135,5.9,1988
0.78,0,42039085,,86,6.7,1988
0.76,7000000,50888000,6.27,81,6.3,1988
0.75,29000000,34994648,0.21,172,5.6,1988
0.73,7500000,62493712,7.33,270,6.8,1988
0.73,0,19510371,,85,4.8,1988
0.69,0,21630088,,86,5.4,1988
0.67,19000000,8247943,-0.57,65,6.0,1988
0.66,17500000,25024919,0.43,46,5.7,1988
0.63,0,5596267,,38,6.1,1988
0.63,0,0,,40,6.6,1988
0.62,0,1108462,,194,7.1,1988
0.6,0,0,,40,7.1,1988
0.59,15000000,34604000,1.31,144,7.1,1988
0.57,0,2983784,,32,6.6,1988
0.57,28000000,103173635,2.68,116,6.4,1988
0.54,4000000,13008928,2.25,229,6.9,1988
0.54,3000000,7282851,1.43,25,6.1,1988
0.53,16000000,0,-1.0,30,5.6,1988
0.51,0,0,,26,5.7,1988
0.51,5000000,17768757,2.55,92,5.9,1988
0.5,7000000,20256975,1.89,22,5.4,1988
0.5,10000000,21486757,1.15,25,6.0,1988
0.49,0,0,,21,5.8,1988
0.49,2800000,19170001,5.85,81,5.4,1988
0.48,0,0,,30,5.7,1988
0.48,14000000,34670720,1.48,124,6.7,1988
0.48,20000000,13854000,-0.31,65,5.6,1988
0.47,20000000,17637950,-0.12,87,6.4,1988
0.46,0,5935269,,15,4.3,1988
0.44,2000000,0,-1.0,54,5.1,1988
0.43,0,0,,24,6.7,1988
0.42,0,0,,13,6.3,1988
0.42,0,0,,16,7.0,1988
0.41,0,12706478,,14,5.6,1988
0.41,6200000,9205924,0.48,35,6.1,1988
0.4,0,0,,27,5.6,1988
0.19,0,0,,24,4.0,1988
0.39,0,0,,11,4.0,1988
0.39,0,0,,20,6.4,1988
0.38,10500000,14144000,0.35,58,4.4,1988
0.38,0,0,,76,6.9,1988
0.28,0,6193901,,29,4.9,1988
0.37,0,20324096,,40,5.7,1988
0.37,30000000,38413606,0.28,105,6.9,1988
0.36,0,0,,18,3.8,1988
0.36,7500000,18869631,1.52,67,5.9,1988
0.35,7000000,8373585,0.2,76,6.7,1988
0.35,0,7399763,,20,5.9,1988
0.34,0,0,,37,5.5,1988
0.34,0,0,,57,6.7,1988
0.34,1300000,354704,-0.73,11,6.8,1988
0.31,0,0,,52,6.2,1988
0.33,0,0,,16,6.5,1988
0.32,0,12090735,,83,6.1,1988
0.32,22000000,0,-1.0,73,6.1,1988
0.32,24000000,43455230,0.81,65,6.2,1988
0.32,22000000,0,-1.0,57,6.8,1988
0.32,0,0,,60,5.7,1988
0.32,0,0,,18,6.1,1988
0.3,0,0,,19,5.4,1988
0.24,0,0,,51,6.1,1988
0.29,13000000,8038508,-0.38,65,6.9,1988
0.29,0,0,,11,6.8,1988
0.29,6000000,28202109,3.7,23,5.2,1988
0.28,0,0,,23,6.5,1988
0.23,0,0,,22,5.8,1988
0.27,4000000,9797098,1.45,11,4.9,1988
0.27,5000000,0,-1.0,17,5.1,1988
0.26,0,0,,23,6.2,1988
0.26,0,1547397,,10,4.6,1988
0.25,0,0,,20,6.0,1988
0.25,1200000,3109904,1.59,30,5.4,1988
0.25,0,0,,25,7.3,1988
0.25,4000000,3468572,-0.13,16,5.5,1988
0.24,0,0,,12,3.9,1988
0.41,10000000,3916303,-0.61,43,5.5,1988
0.23,0,57041866,,24,6.3,1988
0.13,0,0,,12,4.3,1988
0.14,0,0,,17,5.9,1988
0.22,0,0,,19,4.2,1988
0.21,0,0,,54,8.0,1988
0.21,0,3184348,,15,4.7,1988
0.21,0,29300000,,16,6.5,1988
0.21,0,15122000,,12,6.2,1988
0.21,23000000,0,-1.0,62,6.1,1988
0.2,15000000,21032267,0.4,19,5.1,1988
0.2,4500000,3813293,-0.15,40,4.5,1988
0.19,0,0,,28,7.2,1988
0.19,7000000,5344577,-0.24,17,6.0,1988
0.26,0,0,,24,6.0,1988
0.18,23000,0,-1.0,13,5.0,1988
0.18,0,0,,11,6.7,1988
0.31,0,14681192,,18,4.8,1988
0.18,0,0,,20,5.1,1988
0.17,1100000,0,-1.0,33,5.5,1988
0.17,2500000,589244,-0.76,18,7.2,1988
0.17,7000000,19595031,1.8,37,5.7,1988
0.16,0,2835116,,19,7.3,1988
0.16,0,0,,13,6.0,1988
0.16,6000000,46616067,6.77,36,6.4,1988
0.15,20000000,51684798,1.58,24,6.4,1988
0.15,0,0,,11,5.1,1988
0.15,2000000,725131,-0.64,28,5.5,1988
0.15,0,0,,12,4.1,1988
0.28,0,0,,27,6.5,1988
0.14,0,0,,18,5.6,1988
0.12,425000,0,-1.0,10,6.0,1988
0.14,0,0,,24,5.4,1988
0.2,0,13994920,,28,7.3,1988
0.12,2500000,1189315,-0.52,19,5.4,1988
0.13,0,0,,12,4.5,1988
0.18,0,241,,12,5.5,1988
0.12,0,0,,15,6.8,1988
0.03,0,0,,11,7.0,1988
0.11,0,0,,20,6.0,1988
0.08,0,0,,10,7.1,1988
0.08,15000000,6908797,-0.54,16,5.5,1988
0.08,0,17514553,,12,6.4,1988
0.08,16000000,4192440,-0.74,22,4.6,1988
0.02,0,0,,11,5.6,1988
0.2,0,0,,10,5.8,1988
0.06,5000000,3569939,-0.29,10,5.7,1988
0.13,0,0,,18,6.8,1988
0.02,0,0,,11,5.6,1988
3.47,18000000,98235548,4.46,1250,7.1,1987
2.03,17000000,46357676,1.73,1311,7.7,1987
1.95,6000000,213954274,34.66,654,6.9,1987
1.85,22700000,38119483,0.68,496,6.5,1987
1.51,40000000,191185897,3.78,238,6.0,1987
1.5,13000000,53000000,3.08,834,6.8,1987
1.43,3600000,5923044,0.65,383,7.5,1987
1.39,15000000,120207127,7.01,801,6.6,1987
1.35,27000000,38122105,0.41,352,6.3,1987
1.29,23000000,51881013,1.26,111,3.7,1987
1.19,16000000,30857814,0.93,1000,7.5,1987
1.12,5000000,44793222,7.96,168,6.2,1987
1.08,15000000,43848069,1.92,294,6.7,1987
1.07,20000000,299965036,14.0,333,6.1,1987
1.07,17000000,19300000,0.14,149,4.3,1987
1.03,6000000,29180280,3.86,268,7.0,1987
1.02,25000000,76270454,2.05,751,7.5,1987
1.01,13000000,123922370,8.53,363,7.0,1987
0.97,23000000,43984230,0.91,165,7.1,1987
0.87,14000000,320145693,21.87,131,6.4,1987
0.83,0,28061343,,126,5.0,1987
0.82,0,25893810,,168,6.3,1987
0.82,0,49230280,,333,6.8,1987
0.75,17000000,17185632,0.01,139,6.7,1987
0.72,25000000,16057580,-0.36,182,5.4,1987
0.68,0,65088797,,117,6.2,1987
0.66,8500000,32222567,2.79,295,6.5,1987
0.62,0,63766510,,152,6.1,1987
0.61,3500000,14000000,3.0,42,5.8,1987
0.61,25710,0,-1.0,74,6.2,1987
0.6,1880006,26713187,13.21,115,6.6,1987
0.6,3000000,3221568,0.07,35,7.1,1987
0.58,20000000,51249404,1.56,42,6.3,1987
0.55,0,18553948,,42,6.8,1987
0.55,18000000,39321715,1.18,57,5.6,1987
0.52,0,34368475,,80,6.7,1987
0.51,20000000,66673516,2.33,74,5.8,1987
0.5,0,0,,11,6.5,1987
0.5,0,7800000,,22,4.8,1987
0.48,0,40050884,,71,6.4,1987
0.47,15000000,13290368,-0.11,14,5.6,1987
0.47,0,0,,82,7.4,1987
0.46,38000000,0,-1.0,285,6.9,1987
0.45,2500000,0,-1.0,45,5.8,1987
0.45,10000000,14000,-1.0,35,6.0,1987
0.44,17000000,0,-1.0,99,5.0,1987
0.42,16000000,0,-1.0,48,6.2,1987
0.41,15000000,35509515,1.37,67,7.0,1987
0.41,0,49998613,,62,5.6,1987
0.4,12000000,110996879,8.25,63,5.7,1987
0.39,0,0,,21,4.6,1987
0.39,5000000,0,-1.0,44,6.6,1987
0.38,11000000,168000000,14.27,103,6.1,1987
0.1,0,0,,26,6.4,1987
0.37,2000000,0,-1.0,48,6.5,1987
0.37,0,0,,20,5.3,1987
0.36,0,0,,10,2.8,1987
0.36,3000000,14182492,3.73,62,6.5,1987
0.25,0,0,,37,6.0,1987
0.35,1000000,14564027,13.56,189,6.7,1987
0.19,7200000,2300000,-0.68,11,6.1,1987
0.34,0,18753438,,12,5.8,1987
0.34,0,0,,10,5.8,1987
0.34,0,2585639,,29,7.2,1987
0.33,0,0,,14,6.0,1987
0.32,6500000,54215416,7.34,43,6.9,1987
0.32,17000000,10278549,-0.4,10,5.4,1987
0.32,0,0,,24,5.6,1987
0.46,0,0,,14,6.0,1987
0.32,0,3587303,,32,6.9,1987
0.32,0,0,,13,6.1,1987
0.31,18000000,18532286,0.03,29,6.0,1987
0.3,0,0,,17,7.4,1987
0.29,0,0,,14,5.5,1987
0.29,0,0,,17,4.4,1987
0.29,14000000,57915972,3.14,54,5.8,1987
0.42,0,80640528,,72,6.2,1987
0.28,12000000,3769990,-0.69,58,7.0,1987
0.35,0,0,,13,3.5,1987
0.35,0,50504655,,53,7.0,1987
0.26,0,35114428,,27,6.1,1987
0.26,0,0,,26,5.9,1987
0.26,0,0,,21,6.5,1987
0.25,0,0,,44,6.6,1987
0.24,0,0,,16,7.4,1987
0.48,1800000,31623833,16.57,72,6.4,1987
0.24,1000000,0,-1.0,14,6.6,1987
0.23,0,0,,12,5.6,1987
0.23,0,22642033,,29,6.1,1987
0.21,0,0,,12,5.8,1987
0.22,0,0,,24,6.8,1987
0.22,0,4215859,,10,5.6,1987
0.21,0,0,,25,6.9,1987
0.16,0,0,,14,6.4,1987
0.2,6000000,42721196,6.12,61,5.6,1987
0.19,0,0,,12,6.3,1987
0.19,0,25205460,,13,5.8,1987
0.19,19000000,0,-1.0,16,5.7,1987
0.19,0,0,,10,7.2,1987
0.18,0,0,,26,6.9,1987
0.18,0,12396383,,30,5.9,1987
0.27,0,0,,23,6.0,1987
0.18,0,0,,13,5.2,1987
0.18,0,0,,29,5.6,1987
0.18,0,0,,27,5.6,1987
0.18,0,4278150,,11,6.2,1987
0.18,0,0,,11,7.0,1987
0.17,0,0,,11,6.6,1987
0.16,0,0,,13,4.7,1987
0.15,0,0,,23,3.5,1987
0.15,3000000,23509382,6.84,15,6.1,1987
0.29,0,13839404,,52,6.2,1987
0.14,0,7305209,,18,6.0,1987
0.1,0,3685862,,24,6.6,1987
0.01,0,0,,13,5.8,1987
0.11,0,34377585,,14,6.3,1987
0.16,250000,154323,-0.38,11,5.5,1987
0.14,0,0,,12,7.2,1987
0.08,0,0,,15,5.6,1987
0.08,0,0,,29,6.1,1987
0.07,95,0,-1.0,13,6.2,1987
0.07,0,0,,11,5.1,1987
0.06,0,2683519,,11,6.2,1987
0.06,0,0,,12,5.1,1987
0.25,0,0,,11,5.8,1987
3.31,12000000,56715371,3.73,1708,7.7,1968
1.15,5800000,33395426,4.76,469,7.2,1968
1.06,114000,0,-1.0,279,7.2,1968
0.89,0,0,,15,6.6,1968
0.87,0,0,,63,5.4,1968
0.79,5500000,42300873,6.69,143,6.7,1968
0.76,0,0,,62,5.8,1968
0.75,0,0,,37,6.9,1968
0.72,3200000,33395426,9.44,448,7.3,1968
0.7,0,0,,63,7.0,1968
0.63,10000000,16800000,0.68,42,6.2,1968
0.62,1800000,6800000,2.78,86,6.3,1968
0.57,7700000,21000000,1.73,116,6.9,1968
0.53,1500000,0,-1.0,67,7.1,1968
0.49,4300000,0,-1.0,42,7.0,1968
0.44,0,0,,51,7.3,1968
0.42,0,38901218,,68,7.0,1968
0.32,0,0,,17,6.2,1968
0.38,7000000,11000000,0.57,17,5.6,1968
0.32,10000000,0,-1.0,103,6.6,1968
0.32,0,0,,14,5.5,1968
0.26,0,0,,19,6.1,1968
0.21,1800000,0,-1.0,12,6.3,1968
